Ride_ID,User_ID,Driver_ID,Ride_DateTime,Pickup_Location,Dropoff_Location,Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,User_Rating,Driver_Rating,Surge_Pricing,Promo_Code_Used,Vehicle_Type,Weather_Condition,Traffic_Level,Driver_Experience_Years,User_Type
R006158,U5284,D496,06-01-24 15:21,Airport,Airport,24.24,49,76.37,Mobile Wallet,Completed,4.5,4.6,No,No,SUV,Foggy,Medium,5,Frequent
R006159,U4185,D183,02-01-24 12:57,Midtown,Suburbs,33.25,75,111.61,Mobile Wallet,Completed,3.3,4.2,Yes,No,SUV,Clear,Medium,2,New
R006160,U1501,D839,04-01-24 10:11,University,University,7.86,28,29.36,Credit Card,Completed,3.6,4.7,Yes,Yes,Sedan,Clear,High,5,Returning
R006161,U1048,D398,02-01-24 18:36,Financial District,Downtown,30.57,121,99.78,Credit Card,Completed,3.2,4.9,No,No,Electric,Snowy,Low,6,New
R006162,U4566,D847,02-01-24 22:51,Financial District,Midtown,23.71,80,69.62,Cash,Completed,3.4,4.7,No,Yes,SUV,Rainy,Low,3,New
R006163,U4055,D392,06-01-24 8:36,Mall,Midtown,19.78,76,59.14,Mobile Wallet,Canceled,1.5,3,No,No,Sedan,Clear,High,1,Frequent
R006164,U9880,D833,03-01-24 14:12,Downtown,Midtown,28.9,107,83.49,Credit Card,Completed,3.7,4.6,Yes,No,Sedan,Clear,Medium,2,New
R006165,U1386,D322,04-01-24 10:36,Airport,Midtown,22.52,67,71.36,Cash,Completed,4.7,4.3,No,No,Sedan,Clear,Medium,6,Returning
R006166,U1969,D892,01-01-24 16:39,Downtown,Financial District,23.77,63,88.07,Cash,Completed,4,5,No,Yes,Motorcycle,Rainy,Medium,3,Frequent
R006167,U6820,D832,06-01-24 1:07,Airport,University,9.62,31,31.35,Credit Card,Completed,3.1,4.3,Yes,No,Shared,Clear,High,3,Frequent
R006168,U4052,D315,01-01-24 23:30,Downtown,Airport,28.78,88,88.28,Mobile Wallet,Completed,3.2,4,No,No,Sedan,Thunderstorm,Medium,1,Returning
R006169,U8397,D330,05-01-24 4:52,Financial District,Airport,23.11,47,66.67,Cash,Completed,3.6,4.7,No,Yes,Sedan,Clear,Medium,6,Returning
R006170,U3302,D504,06-01-24 7:58,University,Midtown,29.71,116,95.05,Credit Card,Completed,3.1,4.5,No,No,Sedan,Foggy,Medium,4,Returning
R006171,U3283,D268,03-01-24 7:42,Financial District,Airport,12.95,41,47.7,Mobile Wallet,Completed,3.2,3.3,No,No,Motorcycle,Clear,Medium,3,New
R006172,U5366,D428,05-01-24 19:25,Downtown,University,12.28,46,40.31,Mobile Wallet,Completed,4,3.3,No,Yes,Motorcycle,Clear,Low,5,Returning
R006173,U1122,D525,07-01-24 11:07,Airport,Downtown,1.81,6,13.83,Credit Card,Completed,4.4,4.8,No,No,Sedan,Clear,Medium,4,New
R006174,U7799,D653,06-01-24 19:57,Suburbs,Downtown,27.13,73,100.94,Credit Card,Completed,4.7,4.2,No,No,Sedan,Rainy,Low,2,New
R006175,U4727,D869,02-01-24 2:46,University,Mall,12.23,47,47.16,Credit Card,Completed,3.8,4.8,No,No,Electric,Clear,Low,9,Frequent
R006176,U9450,D295,07-01-24 4:59,Airport,Airport,12.13,43,42.67,Credit Card,Completed,3.7,3.4,No,No,Sedan,Rainy,Low,7,Frequent
R006177,U5958,D707,01-01-24 10:55,Downtown,Midtown,24.42,70,75.01,Credit Card,Completed,3,4.9,No,Yes,Sedan,Clear,High,4,Frequent
R006178,U1524,D928,05-01-24 10:55,Airport,Suburbs,9.6,35,37.42,Credit Card,Completed,3.9,4.5,No,No,Sedan,Rainy,Medium,4,New
R006179,U9399,D625,02-01-24 15:36,Midtown,University,31.91,81,107.95,Credit Card,Completed,4.8,3.4,No,No,SUV,Thunderstorm,High,5,New
R006180,U1148,D724,03-01-24 10:21,Airport,Midtown,19.29,64,64.97,Cash,Completed,4.8,3.6,No,No,Sedan,Clear,Medium,4,Frequent
R006181,U9001,D176,01-01-24 17:05,Financial District,Financial District,33.96,76,113.42,Credit Card,Completed,4.6,4.3,No,No,Sedan,Clear,Medium,1,Returning
R006182,U1437,D376,04-01-24 6:47,Mall,Suburbs,3.61,13,15.28,Credit Card,Completed,3.7,4,No,No,Motorcycle,Clear,Medium,4,Frequent
R006183,U4749,D565,04-01-24 14:02,Financial District,University,12.45,43,52.69,Credit Card,Completed,4,3.6,No,No,SUV,Clear,Low,10,Returning
R006184,U9186,D547,03-01-24 7:48,Midtown,Financial District,13.97,32,53.27,Credit Card,Completed,3.8,4.9,No,No,Electric,Clear,Medium,10,New
R006185,U5453,D419,05-01-24 1:15,University,Airport,25.83,53,91.51,Credit Card,Completed,3.1,4.8,No,No,Sedan,Clear,High,5,Frequent
R006186,U6336,D259,06-01-24 13:46,Airport,Financial District,8.24,23,29.83,Mobile Wallet,Completed,3.6,3.1,No,No,Shared,Clear,High,6,New
R006187,U5551,D591,07-01-24 19:20,University,Airport,13.76,46,44,Credit Card,Completed,4.8,3.9,No,No,Sedan,Foggy,Low,7,Returning
R006188,U3823,D412,03-01-24 19:17,Suburbs,Financial District,31.96,82,105.8,Credit Card,Completed,4.3,3.8,No,Yes,SUV,Snowy,Medium,2,Returning
R006189,U6728,D730,02-01-24 7:29,Airport,Suburbs,4.89,19,22.55,Credit Card,Completed,3.3,3.8,No,No,SUV,Clear,Low,1,Frequent
R006190,U9677,D260,07-01-24 9:27,Financial District,Financial District,26.34,102,91.5,Credit Card,Completed,4.8,3.3,No,No,Electric,Snowy,Medium,5,Frequent
R006191,U9391,D407,03-01-24 13:41,Mall,Midtown,24.88,80,89.49,Cash,Completed,3,4.7,Yes,Yes,SUV,Clear,Low,6,New
R006192,U2982,D962,01-01-24 13:00,Financial District,Airport,5.44,14,25.86,Mobile Wallet,Canceled,3.1,1.4,No,Yes,Sedan,Clear,Medium,5,Returning
R006193,U7996,D245,01-01-24 23:33,University,Downtown,24.41,93,70.45,Credit Card,Canceled,1.3,1.2,No,Yes,Sedan,Clear,Low,4,Returning
R006194,U3311,D774,03-01-24 7:53,Downtown,Financial District,20.37,73,69.37,Cash,Canceled,2.5,1,Yes,No,Sedan,Clear,Medium,2,New
R006195,U8225,D495,01-01-24 16:43,Financial District,Airport,10.78,23,36.52,Credit Card,Completed,4.4,3.7,No,No,Sedan,Clear,High,3,Returning
R006196,U1604,D790,02-01-24 15:17,Downtown,Downtown,11.58,34,39.97,Mobile Wallet,Canceled,3.3,3.2,No,No,Sedan,Rainy,Medium,2,Returning
R006197,U9175,D188,04-01-24 23:00,Financial District,Airport,29.32,116,106.1,Cash,Completed,3.7,5,No,No,Sedan,Clear,Low,10,New
R006198,U6785,D834,07-01-24 1:58,Financial District,Mall,8.85,26,28.22,Credit Card,Completed,4.4,3.2,Yes,Yes,Electric,Clear,Low,5,Returning
R006199,U5597,D877,05-01-24 1:14,Mall,Airport,18.43,71,60.82,Credit Card,Completed,3.8,4.3,Yes,No,Electric,Clear,Medium,4,Returning
R006200,U8759,D850,01-01-24 17:27,Suburbs,Downtown,24.16,96,86.55,Cash,Canceled,1.2,1.2,No,No,SUV,Clear,High,1,New
R006201,U8532,D407,06-01-24 6:51,Downtown,Downtown,5.42,15,17.34,Cash,Completed,3.9,4.4,No,No,Shared,Foggy,Medium,9,New
R006202,U9740,D645,07-01-24 15:58,Downtown,Suburbs,32.7,128,116.91,Credit Card,Completed,4.4,4.3,No,No,SUV,Snowy,Medium,7,New
R006203,U1838,D470,02-01-24 14:20,Financial District,University,9.86,22,38.33,Mobile Wallet,Completed,3.8,4.9,No,No,SUV,Clear,High,10,Frequent
R006204,U4815,D550,02-01-24 22:39,Downtown,Mall,11.84,27,41.84,Cash,Completed,3.7,3,Yes,Yes,Shared,Clear,Medium,7,Frequent
R006205,U1847,D266,03-01-24 23:46,Financial District,Financial District,23.65,60,83.17,Mobile Wallet,Completed,3.1,4.9,No,No,Sedan,Thunderstorm,High,1,Frequent
R006206,U5709,D491,02-01-24 14:49,Financial District,Financial District,3.66,11,19.77,Credit Card,Completed,4.8,3.6,No,Yes,SUV,Clear,Medium,5,Frequent
R006207,U5507,D736,07-01-24 21:16,University,Mall,22.34,53,71.04,Credit Card,Completed,4.1,3.3,No,Yes,SUV,Clear,Low,4,New
R006208,U7575,D835,03-01-24 2:04,Airport,Airport,32.15,86,98.61,Credit Card,Completed,3.7,4.6,No,Yes,SUV,Clear,Medium,2,Returning
R006209,U5773,D590,06-01-24 20:53,Downtown,Mall,9.47,21,33.79,Credit Card,Completed,3.7,4.7,No,Yes,Sedan,Snowy,Medium,2,Returning
R006210,U5468,D249,06-01-24 11:55,Mall,Midtown,13.3,38,49.74,Credit Card,Canceled,1.6,2.5,No,Yes,Shared,Clear,Medium,8,Returning
R006211,U6192,D567,04-01-24 22:26,Midtown,Midtown,8.9,33,26.92,Credit Card,No-show,1.8,2.3,Yes,Yes,Electric,Clear,Medium,1,Returning
R006212,U4320,D800,04-01-24 12:15,University,University,28.84,92,105.01,Mobile Wallet,Completed,3.1,4.1,No,No,Shared,Clear,High,8,Returning
R006213,U5698,D142,06-01-24 11:04,Downtown,Airport,6.7,24,22.05,Cash,Completed,5,3.6,No,No,Sedan,Rainy,Low,9,Returning
R006214,U5311,D128,07-01-24 5:46,Mall,Suburbs,12.79,29,49.66,Mobile Wallet,Completed,3.3,4.6,No,No,Electric,Clear,Medium,10,New
R006215,U4673,D973,01-01-24 19:54,Downtown,Downtown,21.43,60,77.57,Cash,No-show,2.1,2.9,Yes,No,SUV,Clear,Low,5,Returning
R006216,U2564,D731,05-01-24 1:24,Suburbs,Airport,14.75,31,49.12,Mobile Wallet,Completed,4.3,3.9,No,No,Shared,Foggy,Medium,1,New
R006217,U2840,D948,05-01-24 19:20,Midtown,Financial District,3.23,9,17.53,Credit Card,Completed,4.4,4.2,Yes,No,SUV,Clear,Medium,2,New
R006218,U7058,D130,03-01-24 10:18,Midtown,Midtown,33.22,107,116.19,Credit Card,Canceled,1.5,2.8,No,No,Sedan,Thunderstorm,Low,6,Frequent
R006219,U8131,D792,02-01-24 12:59,Mall,Midtown,12.49,39,37.97,Mobile Wallet,Completed,4.3,4.8,No,Yes,SUV,Foggy,Medium,1,New
R006220,U1726,D773,04-01-24 14:37,Suburbs,Midtown,16.15,34,64.08,Cash,Canceled,1.6,3,Yes,No,SUV,Rainy,Low,1,Frequent
R006221,U7697,D227,07-01-24 16:56,Suburbs,Suburbs,6.7,14,27.37,Credit Card,Completed,3.8,4,Yes,No,SUV,Clear,Medium,4,Frequent
R006222,U1282,D866,03-01-24 4:24,Downtown,Financial District,30.42,79,91.63,Mobile Wallet,Completed,4.6,4.6,No,No,SUV,Clear,Medium,3,Returning
R006223,U2081,D393,01-01-24 14:15,Airport,Suburbs,10.91,39,39.1,Credit Card,No-show,2.1,1.2,No,No,Sedan,Clear,Medium,8,Frequent
R006224,U4885,D540,02-01-24 19:04,Mall,Downtown,1.67,3,13.76,Credit Card,Completed,3.1,4,No,No,Motorcycle,Clear,Low,8,New
R006225,U3881,D968,02-01-24 9:35,Suburbs,Airport,11.76,38,43.2,Cash,Completed,3.4,3.3,Yes,Yes,SUV,Rainy,Medium,1,New
R006226,U3970,D487,05-01-24 13:30,Midtown,Airport,34.46,82,103.89,Credit Card,Completed,4,3.7,No,No,Sedan,Clear,Medium,4,Frequent
R006227,U7985,D865,01-01-24 3:16,Mall,Mall,5.99,23,23.91,Credit Card,Completed,3.4,4.1,No,Yes,Sedan,Clear,Medium,6,Frequent
R006228,U1947,D741,05-01-24 8:58,Midtown,Midtown,2.06,6,15.18,Cash,Completed,4.8,4.2,No,No,Motorcycle,Rainy,Low,5,Frequent
R006229,U5760,D623,06-01-24 15:01,Downtown,Mall,20.66,43,55.41,Credit Card,No-show,2.6,2.6,No,No,SUV,Thunderstorm,High,7,Frequent
R006230,U1066,D646,02-01-24 7:31,Mall,Midtown,13.64,47,49.5,Credit Card,Completed,4.4,3.8,No,Yes,SUV,Clear,Low,6,Returning
R006231,U9828,D809,04-01-24 11:07,Airport,Downtown,28.03,83,84.19,Mobile Wallet,Completed,4.8,3.9,No,Yes,Sedan,Clear,Low,8,New
R006232,U9505,D859,02-01-24 13:14,Financial District,Suburbs,25.88,97,85.25,Credit Card,Completed,4.2,3.9,No,No,Sedan,Clear,Low,2,Frequent
R006233,U1564,D209,01-01-24 22:15,Mall,University,7.3,24,31.32,Credit Card,Completed,3.1,3.9,No,No,Electric,Rainy,Medium,8,New
R006234,U4670,D427,06-01-24 3:48,Suburbs,University,20.2,68,71.22,Cash,Completed,3.8,3.2,Yes,No,Sedan,Rainy,Low,8,New
R006235,U3251,D504,01-01-24 9:21,Suburbs,University,2.1,7,15.08,Credit Card,Completed,4.3,3.3,No,No,Sedan,Rainy,Low,7,Frequent
R006236,U1804,D344,07-01-24 3:36,Downtown,Financial District,15.94,45,62.81,Credit Card,No-show,3.4,2.8,Yes,No,SUV,Clear,High,6,New
R006237,U5631,D861,01-01-24 4:16,University,Downtown,25.28,91,95.94,Mobile Wallet,Completed,3.4,4.4,No,Yes,Motorcycle,Clear,Low,1,Returning
R006238,U2235,D977,01-01-24 16:14,University,Airport,15.11,32,53.25,Credit Card,Completed,3.1,4.9,No,No,Sedan,Clear,High,8,New
R006239,U7720,D928,02-01-24 10:49,Airport,Airport,5.01,18,19.78,Credit Card,Completed,4.4,3.5,No,No,Sedan,Thunderstorm,Medium,1,Returning
R006240,U7906,D262,05-01-24 16:44,Midtown,Suburbs,3.09,10,18.12,Credit Card,No-show,3.5,3,No,No,Sedan,Rainy,High,1,Returning
R006241,U7016,D659,07-01-24 3:17,Midtown,Mall,30.02,94,106.52,Mobile Wallet,Completed,4.6,3.4,Yes,No,Sedan,Foggy,Medium,10,New
R006242,U4549,D498,05-01-24 12:44,Financial District,Downtown,31.31,83,112.03,Credit Card,Completed,5,3.6,No,No,Sedan,Snowy,Low,5,Frequent
R006243,U8938,D682,02-01-24 6:02,Midtown,Financial District,12.67,28,44.26,Cash,No-show,3.3,2.9,No,No,Sedan,Rainy,Medium,9,New
R006244,U5141,D498,06-01-24 20:35,University,Downtown,6.58,22,26.78,Mobile Wallet,Completed,3.7,5,Yes,No,Motorcycle,Clear,Medium,8,Returning
R006245,U7966,D592,01-01-24 9:44,University,Downtown,34.27,101,124.78,Credit Card,Completed,3.2,4.1,No,No,SUV,Foggy,Medium,4,New
R006246,U6335,D745,03-01-24 15:36,Suburbs,Suburbs,19.56,48,68.08,Credit Card,Completed,5,3.3,No,Yes,Sedan,Rainy,Medium,4,New
R006247,U6077,D338,05-01-24 6:40,Financial District,Financial District,17.21,36,56.18,Cash,Completed,3.7,4.1,No,No,Sedan,Rainy,Low,10,Returning
R006248,U6611,D564,07-01-24 6:55,Airport,University,26.21,81,87.51,Mobile Wallet,No-show,2.7,2.2,No,No,Shared,Clear,High,9,Returning
R006249,U9089,D679,02-01-24 7:18,Financial District,Airport,6.74,15,21.58,Cash,Completed,3.3,3.3,No,No,Sedan,Foggy,Medium,7,Returning
R006250,U3892,D889,01-01-24 19:51,Mall,Midtown,20.72,80,57.87,Mobile Wallet,Completed,3.1,3.3,No,Yes,Sedan,Clear,Medium,5,Returning
R006251,U6577,D131,05-01-24 11:24,Airport,Mall,31.27,72,99.02,Mobile Wallet,Completed,3.7,4.7,No,No,Sedan,Clear,High,2,Frequent
R006252,U4618,D222,03-01-24 10:47,University,University,1.78,4,15.25,Cash,Completed,3.1,4.6,No,Yes,Sedan,Rainy,Medium,9,New
R006253,U2559,D633,01-01-24 23:50,Midtown,Financial District,23.88,60,74.04,Cash,Completed,3.6,4.3,No,No,Electric,Clear,Medium,7,New
R006254,U7683,D766,04-01-24 1:54,Downtown,Airport,19.75,46,74.6,Credit Card,Completed,4.8,4.7,Yes,No,Motorcycle,Rainy,High,8,Returning
R006255,U2507,D209,06-01-24 17:31,Financial District,University,33.33,119,101.82,Cash,Completed,4.3,4.5,No,No,Sedan,Clear,Low,10,Returning
R006256,U3063,D370,03-01-24 13:10,Financial District,Suburbs,9.8,25,33.96,Mobile Wallet,Completed,4.7,3.9,Yes,No,Sedan,Clear,Low,10,New
R006257,U4642,D479,05-01-24 18:05,Suburbs,Mall,30.2,75,85.39,Cash,Completed,4.1,3.6,Yes,No,Motorcycle,Clear,Low,1,New
R006258,U3000,D399,04-01-24 9:40,Suburbs,Financial District,11.51,46,41.7,Credit Card,Completed,3.9,4.3,Yes,Yes,Sedan,Clear,Low,4,Frequent
R006259,U2294,D726,01-01-24 8:30,University,Financial District,15.62,36,61.92,Cash,Completed,4.6,3.4,No,Yes,SUV,Clear,Low,2,New
R006260,U5065,D831,02-01-24 0:00,Airport,Airport,8.25,18,31.66,Mobile Wallet,Completed,4.1,4.2,No,No,Shared,Clear,Medium,9,Frequent
R006261,U9014,D841,07-01-24 16:57,Downtown,Airport,30.36,79,84.2,Credit Card,Completed,3.2,4,No,No,SUV,Clear,Medium,3,Returning
R006262,U2603,D863,03-01-24 15:22,Mall,Downtown,7.64,21,31.29,Credit Card,Completed,3.3,3.6,No,No,SUV,Clear,Low,8,Frequent
R006263,U2322,D348,07-01-24 7:54,Suburbs,Downtown,30.21,106,88.48,Cash,Completed,4.3,3.7,No,No,Shared,Foggy,High,2,New
R006264,U6956,D620,01-01-24 4:59,Suburbs,Financial District,16.49,64,59.3,Credit Card,Completed,3.7,4.9,No,No,SUV,Clear,Medium,2,New
R006265,U3441,D133,02-01-24 13:44,Midtown,Midtown,29.39,104,98,Credit Card,Completed,4.8,4.4,Yes,Yes,SUV,Rainy,Low,1,Returning
R006266,U2098,D327,04-01-24 11:26,Midtown,Suburbs,9.99,34,37.11,Cash,Completed,3.4,4.6,Yes,No,SUV,Rainy,Low,5,Returning
R006267,U6073,D684,04-01-24 14:17,University,Airport,5.51,22,22.98,Credit Card,Completed,4.3,3.5,No,Yes,Motorcycle,Clear,Medium,6,Returning
R006268,U9488,D498,03-01-24 8:37,University,Downtown,19.87,70,73.3,Cash,Completed,4.5,4,No,No,Sedan,Clear,Medium,5,Returning
R006269,U4787,D912,03-01-24 16:59,Suburbs,Suburbs,18.32,42,61.11,Credit Card,Completed,4.6,3.5,No,No,Sedan,Foggy,Low,8,New
R006270,U3096,D823,01-01-24 18:26,Airport,Mall,13.12,38,37.08,Credit Card,Canceled,2.9,3.5,No,No,SUV,Clear,High,2,Returning
R006271,U3208,D683,03-01-24 1:31,Mall,University,23.54,71,65.37,Cash,Completed,4.4,3.3,No,No,Motorcycle,Clear,Low,2,Returning
R006272,U6988,D669,07-01-24 18:02,Downtown,University,4.23,11,14.48,Cash,No-show,1.5,2,No,Yes,SUV,Rainy,Medium,7,Returning
R006273,U1175,D319,01-01-24 14:31,Suburbs,Financial District,22.15,52,62.8,Credit Card,Completed,3.2,4.8,No,Yes,Sedan,Clear,Low,10,Frequent
R006274,U8169,D470,07-01-24 5:12,Airport,Airport,8.2,28,33.31,Credit Card,Completed,3.6,3.6,Yes,Yes,Sedan,Clear,Medium,2,Returning
R006275,U7014,D886,06-01-24 13:02,Airport,University,5.38,14,22.31,Mobile Wallet,Completed,3.5,3.5,No,No,Shared,Clear,Medium,5,Frequent
R006276,U2667,D860,01-01-24 18:37,Suburbs,Mall,31.93,104,100.64,Credit Card,Completed,4.3,3.9,No,No,Shared,Snowy,High,3,New
R006277,U9867,D627,01-01-24 17:29,Airport,Airport,16.63,44,56.46,Mobile Wallet,Completed,3.9,3.8,No,No,Sedan,Clear,Low,2,Frequent
R006278,U2823,D174,03-01-24 19:22,Financial District,Downtown,26.96,81,92.28,Cash,Completed,3.1,3.2,No,No,Shared,Clear,Low,10,Returning
R006279,U6147,D717,03-01-24 11:05,Airport,University,4.03,11,15.49,Cash,Completed,4,4.4,Yes,No,SUV,Clear,High,8,New
R006280,U2356,D235,05-01-24 8:03,Suburbs,Midtown,2.95,8,15.73,Cash,No-show,3,2.5,No,No,Sedan,Clear,Low,6,New
R006281,U4072,D173,06-01-24 6:10,Airport,University,17.82,62,64.27,Mobile Wallet,Completed,4.6,3.8,No,No,Sedan,Foggy,Medium,8,Returning
R006282,U4259,D353,03-01-24 21:17,Mall,Airport,11.73,44,40.43,Mobile Wallet,Canceled,2.6,2,No,Yes,Shared,Foggy,Medium,5,New
R006283,U7199,D117,02-01-24 8:57,Suburbs,Midtown,1.17,4,13.12,Credit Card,Completed,4.3,4.6,No,No,Sedan,Snowy,Low,9,New
R006284,U1546,D142,04-01-24 21:30,Midtown,Suburbs,7.23,23,27.05,Credit Card,Completed,3.4,4.2,No,Yes,Sedan,Foggy,Low,5,New
R006285,U6231,D149,07-01-24 5:01,Suburbs,University,8.44,31,31.17,Credit Card,Completed,4,3.5,No,Yes,Motorcycle,Clear,Low,3,Frequent
R006286,U8965,D614,07-01-24 19:31,Airport,Airport,10.81,25,43.21,Mobile Wallet,Completed,4.5,4.8,No,No,Sedan,Clear,Medium,5,Returning
R006287,U3083,D843,06-01-24 12:15,Suburbs,University,30.84,72,90.31,Cash,Completed,3.9,3.9,No,Yes,SUV,Rainy,High,5,Frequent
R006288,U3040,D830,01-01-24 4:15,Downtown,University,15.3,42,51.27,Credit Card,Completed,4.1,4.9,No,No,SUV,Rainy,High,10,Frequent
R006289,U5534,D670,03-01-24 7:09,Suburbs,Airport,24.1,63,83.99,Cash,Completed,3.2,4.4,No,No,SUV,Clear,Low,1,Frequent
R006290,U2752,D895,01-01-24 12:19,Suburbs,Midtown,1.63,6,7.73,Cash,Completed,4.5,4.5,Yes,No,SUV,Clear,Medium,1,Frequent
R006291,U2849,D913,04-01-24 0:20,Downtown,Downtown,28.67,90,87.39,Credit Card,Completed,3.6,4.9,No,No,Sedan,Foggy,Medium,10,New
R006292,U3642,D675,06-01-24 10:38,Downtown,Mall,9.17,28,34.13,Credit Card,Completed,3.8,3.1,No,No,SUV,Rainy,Low,2,Frequent
R006293,U2600,D681,04-01-24 19:08,Downtown,University,11.51,36,43.35,Credit Card,Completed,4,3.2,Yes,No,Sedan,Clear,Medium,7,Frequent
R006294,U5402,D402,05-01-24 18:02,University,Financial District,2.54,10,11.67,Cash,Completed,4.7,3.5,No,No,SUV,Clear,Medium,6,Returning
R006295,U4799,D241,07-01-24 5:36,Financial District,Suburbs,14.93,37,51.1,Credit Card,Completed,4.7,4.6,No,No,Electric,Clear,High,7,Returning
R006296,U1618,D301,02-01-24 2:56,University,Airport,29.99,91,104.19,Credit Card,Completed,4.6,3.9,No,Yes,Sedan,Clear,Low,9,Frequent
R006297,U2132,D306,01-01-24 5:29,Suburbs,University,13.88,35,55.27,Credit Card,Completed,4,3.9,No,No,Motorcycle,Clear,Medium,9,Frequent
R006298,U6491,D514,06-01-24 4:33,University,Mall,31.89,114,108.76,Cash,Completed,3.2,3.3,No,No,Sedan,Clear,Low,10,Returning
R006299,U6795,D320,04-01-24 16:52,University,Downtown,30.49,108,95.38,Cash,Completed,4.6,4.3,No,No,Motorcycle,Rainy,Medium,4,Returning
R006300,U8633,D461,02-01-24 8:33,Downtown,Airport,3.11,12,13.89,Mobile Wallet,Canceled,1.7,2.5,Yes,No,Sedan,Clear,High,5,New
R006301,U2487,D857,05-01-24 2:51,Downtown,University,11.38,33,38.91,Credit Card,Completed,4.9,3.7,No,No,Sedan,Clear,Medium,7,New
R006302,U8848,D180,07-01-24 7:51,Midtown,Suburbs,31.95,74,84.83,Credit Card,Canceled,1.9,2,No,Yes,Electric,Clear,Medium,8,Returning
R006303,U6009,D862,05-01-24 8:55,University,Financial District,2.01,8,9.6,Mobile Wallet,No-show,2.1,1.3,Yes,No,Sedan,Clear,Low,6,New
R006304,U3113,D662,06-01-24 18:14,Financial District,Airport,27.04,102,77.4,Cash,Completed,3.5,4.8,No,No,Electric,Foggy,Medium,10,Frequent
R006305,U2044,D384,05-01-24 2:31,Suburbs,University,31.82,79,94.24,Mobile Wallet,Canceled,2.9,1.4,No,No,Motorcycle,Rainy,Medium,10,Frequent
R006306,U3431,D468,06-01-24 11:17,Mall,Midtown,27.2,69,85.53,Credit Card,Canceled,3.5,2.4,Yes,Yes,SUV,Rainy,Low,9,New
R006307,U8979,D591,01-01-24 15:10,Mall,Downtown,26.29,69,78.56,Credit Card,Completed,4.3,3.1,No,No,Sedan,Clear,Medium,4,Frequent
R006308,U2582,D995,02-01-24 15:43,Airport,Financial District,29.67,86,95.52,Credit Card,Completed,4.2,3.6,No,No,Electric,Rainy,Low,7,Returning
R006309,U2308,D445,03-01-24 11:48,Financial District,Airport,23.64,86,91.06,Mobile Wallet,Canceled,3.3,3.1,Yes,No,Sedan,Clear,High,7,New
R006310,U5917,D303,05-01-24 15:23,Financial District,University,15.39,35,56.08,Cash,Completed,4.6,3.7,Yes,No,Electric,Clear,Medium,8,New
R006311,U9793,D124,07-01-24 22:32,Midtown,Financial District,3.13,11,17.78,Cash,Canceled,1.8,1.1,No,No,Motorcycle,Snowy,Medium,5,Frequent
R006312,U2620,D652,01-01-24 3:42,Suburbs,Midtown,27.79,75,82.16,Cash,Completed,4.5,3.9,No,No,Sedan,Clear,Medium,2,Frequent
R006313,U8503,D168,01-01-24 23:14,Suburbs,Airport,31.78,76,114.84,Cash,Completed,3,4.3,No,Yes,Sedan,Clear,Low,4,Returning
R006314,U5766,D615,04-01-24 2:04,Downtown,Financial District,18.39,49,52.8,Credit Card,Completed,5,4,No,No,SUV,Clear,Medium,3,Frequent
R006315,U6362,D591,03-01-24 7:39,Downtown,Airport,19.11,59,66.35,Cash,Completed,3,3.2,No,No,Sedan,Snowy,High,1,Returning
R006316,U6192,D339,04-01-24 9:41,Financial District,Airport,14.71,57,58.04,Cash,Completed,4.8,4.1,Yes,No,SUV,Rainy,High,3,Returning
R006317,U7622,D460,05-01-24 23:44,Midtown,Financial District,30.13,98,109.31,Credit Card,Completed,4.6,3.5,No,Yes,Sedan,Clear,Low,8,New
R006318,U7093,D540,01-01-24 9:57,Suburbs,Airport,1.5,5,10.46,Credit Card,Completed,3.9,3.2,No,No,Sedan,Clear,Medium,9,New
R006319,U7704,D130,03-01-24 20:44,Midtown,Midtown,22.23,49,73.48,Credit Card,Completed,4.7,4,No,No,SUV,Clear,Low,4,New
R006320,U1100,D998,03-01-24 19:06,Airport,Financial District,31.85,69,90.18,Cash,No-show,2.5,2.1,No,Yes,Sedan,Snowy,Medium,1,Frequent
R006321,U7657,D728,02-01-24 21:08,Mall,University,4.51,10,16.68,Cash,Canceled,1.8,2.1,No,No,SUV,Clear,Low,2,New
R006322,U6875,D806,06-01-24 0:53,Suburbs,Mall,33.61,74,118.34,Mobile Wallet,Completed,4,4.3,No,Yes,Sedan,Snowy,Low,9,Frequent
R006323,U5271,D701,05-01-24 1:03,Downtown,Financial District,33.9,107,105.13,Credit Card,No-show,2.9,3,Yes,No,SUV,Clear,Low,9,Frequent
R006324,U1237,D789,01-01-24 13:19,Financial District,Midtown,32.61,95,91.56,Mobile Wallet,Completed,3.3,4.6,Yes,No,SUV,Clear,Medium,4,Returning
R006325,U8226,D756,07-01-24 8:02,Midtown,Midtown,16.73,34,61.44,Credit Card,Completed,3.5,3,Yes,No,Sedan,Foggy,Medium,7,Returning
R006326,U9032,D813,02-01-24 18:47,Mall,Midtown,14.02,38,44.24,Credit Card,Completed,3.9,3.9,Yes,No,SUV,Clear,Low,7,New
R006327,U6218,D421,07-01-24 8:51,Mall,University,25,56,70.24,Credit Card,Completed,3.2,3.8,Yes,Yes,Sedan,Thunderstorm,Medium,4,Returning
R006328,U5025,D443,07-01-24 16:43,Mall,University,11.84,47,43.27,Cash,Completed,4.8,4.6,No,No,Electric,Rainy,Medium,3,Frequent
